FAVC,FCVC,NCP,CAEC,CH2O,NObeyesdad
yes,2,3,Sometimes,3,Obesity_Type_I
yes,2,3,Sometimes,2.15157,Obesity_Type_I
yes,2.317734,3,Sometimes,2.152736,Obesity_Type_II
yes,1.588114,3,Sometimes,2.115967,Obesity_Type_II
yes,2.549782,3.985442,Sometimes,1,Obesity_Type_II
yes,2.795086,2.129909,Sometimes,1,Obesity_Type_II
yes,2.206276,3,Sometimes,1.813082,Obesity_Type_II
yes,2,3,Sometimes,1.984323,Obesity_Type_II
no,2.18354,3,Sometimes,2.277937,Obesity_Type_II
no,2.962415,3,Sometimes,2.172649,Obesity_Type_II
yes,2.442536,3,Sometimes,2.174371,Obesity_Type_II
yes,1.99124,3,Sometimes,2,Obesity_Type_II
yes,3,3,Sometimes,3,Obesity_Type_II
yes,2.408561,3,Sometimes,2.851904,Obesity_Type_II
yes,2.758394,3,Sometimes,2.174248,Obesity_Type_II
yes,2.956297,3,Sometimes,1.2751,Obesity_Type_II
yes,1.369529,3,Sometimes,2,Obesity_Type_II
yes,1.392665,3,Sometimes,2,Obesity_Type_II
yes,2,2.831771,Sometimes,1.725226,Obesity_Type_II
yes,2.630401,1,Sometimes,1,Obesity_Type_II
yes,3,2.595126,Sometimes,2.054072,Obesity_Type_II
yes,3,2.52751,Sometimes,1.645338,Obesity_Type_II
yes,3,2.120936,Sometimes,1,Obesity_Type_II
yes,2.869778,1.468948,Sometimes,1.656082,Obesity_Type_II
yes,1.868212,3,Sometimes,2.023328,Obesity_Type_II
yes,1.108663,3,Sometimes,2,Obesity_Type_II
yes,2.907744,3.990925,Sometimes,1,Obesity_Type_II
yes,2.95801,2.834253,Sometimes,1,Obesity_Type_II
yes,2.197261,3,Sometimes,1.11184,Obesity_Type_II
yes,2.048962,3,Sometimes,2.822871,Obesity_Type_II
yes,2.139196,3,Sometimes,2.04843,Obesity_Type_II
yes,2.72989,3,Sometimes,2.030084,Obesity_Type_II
yes,2,3,Sometimes,2,Obesity_Type_II
yes,1.994679,3,Sometimes,2,Obesity_Type_II
yes,2.403421,3,Sometimes,2.490613,Obesity_Type_II
yes,3,3,Sometimes,3,Obesity_Type_II
yes,2.758394,3,Sometimes,2.161303,Obesity_Type_II
yes,2.964319,3,Sometimes,2.377257,Obesity_Type_II
yes,1.617093,3,Sometimes,2,Obesity_Type_II
yes,1.631144,3,Sometimes,2,Obesity_Type_II
yes,2.317459,3.734323,Sometimes,1,Obesity_Type_II
yes,2.501224,2.049565,Sometimes,1,Obesity_Type_II
yes,3,2.272214,Sometimes,1.555534,Obesity_Type_II
yes,3,2.218285,Sometimes,1.340117,Obesity_Type_II
yes,3,1.418833,Sometimes,1,Obesity_Type_II
yes,2.983042,1.109956,Sometimes,1.430444,Obesity_Type_II
yes,2.323351,3,Sometimes,2.165048,Obesity_Type_II
yes,1.428289,3,Sometimes,2.117733,Obesity_Type_II
yes,1.992889,3,Sometimes,2.141271,Obesity_Type_II
yes,1.562804,3,Sometimes,2.075493,Obesity_Type_II
yes,1.794825,3.914454,Sometimes,1.972016,Obesity_Type_II
yes,2.305349,3.169089,Sometimes,1.02161,Obesity_Type_II
yes,2.576449,2.419656,Sometimes,1,Obesity_Type_II
yes,2.754645,2.175432,Sometimes,1.541733,Obesity_Type_II
yes,2.633855,3,Sometimes,1.619305,Obesity_Type_II
yes,2.200588,3,Sometimes,1.295697,Obesity_Type_II
yes,2.499108,3,Sometimes,2.040952,Obesity_Type_II
yes,2.05687,3,Sometimes,2.358088,Obesity_Type_II
yes,2.247795,3,Sometimes,2.816015,Obesity_Type_II
yes,2.239634,3,Sometimes,2.684264,Obesity_Type_II
yes,2.09283,3,Sometimes,2.077704,Obesity_Type_II
yes,2.9673,3,Sometimes,2.530035,Obesity_Type_II
yes,2.225731,3,Sometimes,2.154326,Obesity_Type_II
yes,2.178308,3,Sometimes,2.165804,Obesity_Type_II
yes,2.065752,3,Sometimes,2.078297,Obesity_Type_II
yes,2.263245,3,Sometimes,2.092509,Obesity_Type_II
yes,2.443538,3,Sometimes,2.939492,Obesity_Type_II
yes,2.744994,3,Sometimes,2.478838,Obesity_Type_II
yes,2.630137,2.806298,Sometimes,1.970508,Obesity_Type_II
yes,2.113843,3,Sometimes,2.316069,Obesity_Type_II
yes,2.821727,3,Sometimes,2.173279,Obesity_Type_II
yes,2.312528,3,Sometimes,2.208068,Obesity_Type_II
yes,2.938801,3,Sometimes,1.478994,Obesity_Type_II
yes,2.050619,3,Sometimes,1.515183,Obesity_Type_II
yes,1.457758,3,Sometimes,2.020249,Obesity_Type_II
yes,2.19331,3,Sometimes,2.089983,Obesity_Type_II
yes,2.028571,3,Sometimes,2.530428,Obesity_Type_II
yes,1.455602,3,Sometimes,2.363307,Obesity_Type_II
yes,2.177896,2.987652,Sometimes,1.745095,Obesity_Type_II
yes,2.252382,2.842848,Sometimes,1.879381,Obesity_Type_II
yes,2.668949,1.134321,Sometimes,1.279443,Obesity_Type_II
yes,2.723953,1.924168,Sometimes,1,Obesity_Type_II
yes,3,2.701689,Sometimes,2.738485,Obesity_Type_II
yes,2.736298,2.992903,Sometimes,2.045561,Obesity_Type_II
yes,2.722161,2.658837,Sometimes,2.375707,Obesity_Type_II
yes,2.971574,2.80742,Sometimes,1.962646,Obesity_Type_II
yes,2.871016,1.834472,Sometimes,1.016585,Obesity_Type_II
yes,2.96405,2.123138,Sometimes,1,Obesity_Type_II
yes,2.653721,1.265463,Sometimes,1.368457,Obesity_Type_II
yes,2.859097,1.340361,Sometimes,1.530508,Obesity_Type_II
yes,1.572036,3,Sometimes,2.003563,Obesity_Type_II
yes,1.387489,3,Sometimes,2.017712,Obesity_Type_II
yes,2.941929,3.989492,Sometimes,1.014135,Obesity_Type_II
yes,2.973569,2.650088,Sometimes,1.003063,Obesity_Type_II
yes,2.041376,3,Sometimes,1.120213,Obesity_Type_II
yes,2.02472,3,Sometimes,1.800335,Obesity_Type_II
yes,2.133964,3,Sometimes,2.008361,Obesity_Type_II
yes,2.702457,3,Sometimes,2.005194,Obesity_Type_II
yes,1.760038,3,Sometimes,2.003531,Obesity_Type_II
yes,1.996646,3,Sometimes,2,Obesity_Type_II
yes,2.644094,3,Sometimes,2.740525,Obesity_Type_II
yes,2.475892,3,Sometimes,2.949356,Obesity_Type_II
yes,2.941627,3,Sometimes,2.318134,Obesity_Type_II
yes,2.998441,3,Sometimes,2.462916,Obesity_Type_II
yes,2.397284,2.89292,Sometimes,1.983973,Obesity_Type_II
yes,2.382705,2.938902,Sometimes,1.999278,Obesity_Type_II
yes,2.176317,2.986637,Sometimes,1.015672,Obesity_Type_II
yes,2,2.701521,Sometimes,1.142644,Obesity_Type_II
yes,3,2.014671,Sometimes,1.292786,Obesity_Type_II
yes,3,1.971659,Sometimes,1.179254,Obesity_Type_II
yes,2.877743,1.311797,Sometimes,1.000463,Obesity_Type_II
yes,3,1.262831,Sometimes,1,Obesity_Type_II
yes,2.303041,3,Sometimes,2.065817,Obesity_Type_II
yes,2.323003,3,Sometimes,2.155558,Obesity_Type_II
yes,1.99953,3,Sometimes,2.111908,Obesity_Type_II
yes,1.585183,3,Sometimes,2.101841,Obesity_Type_II
yes,2.281963,3.770379,Sometimes,1,Obesity_Type_II
yes,2.561638,2.87747,Sometimes,1,Obesity_Type_II
yes,2.600217,2.175153,Sometimes,1,Obesity_Type_II
yes,2.79166,2.13229,Sometimes,1.254589,Obesity_Type_II
yes,2.08868,3,Sometimes,1.520215,Obesity_Type_II
yes,2.206119,3,Sometimes,1.483856,Obesity_Type_II
yes,2.328469,3,Sometimes,2.001208,Obesity_Type_II
yes,2.002784,3,Sometimes,2.292906,Obesity_Type_II
yes,1.975675,3,Sometimes,2.357969,Obesity_Type_II
yes,2.002076,3,Sometimes,2.338373,Obesity_Type_II
yes,2.218599,3,Sometimes,2.104337,Obesity_Type_II
yes,2.9673,3,Sometimes,2.530035,Obesity_Type_II
yes,2.392179,3,Sometimes,2.16467,Obesity_Type_II
yes,2.381164,3,Sometimes,2.170225,Obesity_Type_II
yes,2.008245,3,Sometimes,2.040137,Obesity_Type_II
yes,2.155182,3,Sometimes,2.049079,Obesity_Type_II
yes,2.969233,3,Sometimes,2.807984,Obesity_Type_II
yes,2.765063,3,Sometimes,2.867206,Obesity_Type_II
yes,2.630137,3,Sometimes,2.960088,Obesity_Type_II
yes,2.195964,3,Sometimes,2.514872,Obesity_Type_II
yes,2.619987,3,Sometimes,2.194746,Obesity_Type_II
yes,2.918113,3,Sometimes,2.240463,Obesity_Type_II
yes,2.889485,3,Sometimes,1.279771,Obesity_Type_II
yes,2.939727,3,Sometimes,1.344122,Obesity_Type_II
yes,1.264234,3,Sometimes,2,Obesity_Type_II
yes,1.517912,3,Sometimes,2.038958,Obesity_Type_II
yes,2.23372,2.993634,Sometimes,2.028368,Obesity_Type_II
yes,1.475906,2.999346,Sometimes,2.01943,Obesity_Type_II
yes,2.032883,2.976211,Sometimes,1.726109,Obesity_Type_II
yes,2.046651,2.842035,Sometimes,1.732072,Obesity_Type_II
yes,2.667229,1.09749,Sometimes,1.225958,Obesity_Type_II
yes,2.819934,1.91863,Sometimes,1,Obesity_Type_II
yes,3,2.510135,Sometimes,1.693362,Obesity_Type_II
yes,2.954417,2.65772,Sometimes,2.104696,Obesity_Type_II
yes,2.826251,2.604998,Sometimes,1.842173,Obesity_Type_II
yes,3,2.567567,Sometimes,2.011023,Obesity_Type_II
yes,2.95841,2.434347,Sometimes,1,Obesity_Type_II
yes,2.935157,1.845858,Sometimes,1,Obesity_Type_II
yes,2.870895,1.627555,Sometimes,1.375728,Obesity_Type_II
yes,2.869833,1.569176,Sometimes,1.533682,Obesity_Type_II
yes,1.878251,3,Sometimes,2.022933,Obesity_Type_II
yes,1.750809,3,Sometimes,2.002871,Obesity_Type_II
yes,1.168856,3,Sometimes,2.013205,Obesity_Type_II
yes,1.443674,3,Sometimes,2.002194,Obesity_Type_II
yes,2.826036,2.371658,Sometimes,1,Obesity_Type_II
yes,2.9553,2.378211,Sometimes,1,Obesity_Type_II
yes,2.774562,2.301129,Sometimes,1,Obesity_Type_II
yes,2.772027,2.454432,Sometimes,1,Obesity_Type_II
yes,2.499626,3,Sometimes,1.125338,Obesity_Type_II
yes,2.108638,3,Sometimes,1.014876,Obesity_Type_II
yes,2.467548,3,Sometimes,2.66029,Obesity_Type_II
yes,2.585942,3,Sometimes,2.302506,Obesity_Type_II
yes,2.14961,3,Sometimes,2.133876,Obesity_Type_II
yes,2.938616,3,Sometimes,2.06039,Obesity_Type_II
yes,2.535154,2.915921,Sometimes,1.8924,Obesity_Type_II
yes,2.611222,2.992083,Sometimes,1.796376,Obesity_Type_II
yes,1.800122,3,Sometimes,2,Obesity_Type_II
yes,1.482722,3,Sometimes,2,Obesity_Type_II
yes,1.735664,3,Sometimes,2.041536,Obesity_Type_II
yes,1.655684,3,Sometimes,2,Obesity_Type_II
yes,2.598207,2.849347,Sometimes,2.006167,Obesity_Type_II
yes,2.225149,3,Sometimes,2.357978,Obesity_Type_II
yes,3,3,Sometimes,3,Obesity_Type_II
yes,3,3,Sometimes,3,Obesity_Type_II
yes,2.519592,3,Sometimes,2.229145,Obesity_Type_II
yes,2.111887,3,Sometimes,2.357373,Obesity_Type_II
yes,2.970983,3,Sometimes,2.828861,Obesity_Type_II
yes,2.907542,3,Sometimes,2.284494,Obesity_Type_II
yes,1.451337,3,Sometimes,2,Obesity_Type_II
yes,1.537505,3,Sometimes,2,Obesity_Type_II
yes,1.893428,3,Sometimes,2,Obesity_Type_II
yes,2.007845,2.954446,Sometimes,1.968796,Obesity_Type_II
yes,2.487781,3.755976,Sometimes,1,Obesity_Type_II
yes,2.541785,2.902639,Sometimes,1,Obesity_Type_II
yes,2.813775,2.372705,Sometimes,1,Obesity_Type_II
yes,2.562687,2.100918,Sometimes,1.458545,Obesity_Type_II
yes,3,2.272801,Sometimes,1.560064,Obesity_Type_II
yes,2.922511,2.692889,Sometimes,1.809531,Obesity_Type_II
yes,3,2.280545,Sometimes,1.591597,Obesity_Type_II
yes,2.836055,2.675411,Sometimes,1.711666,Obesity_Type_II
yes,2.880759,1.487674,Sometimes,1.01378,Obesity_Type_II
yes,3,1.02075,Sometimes,1,Obesity_Type_II
yes,2.766441,1.240424,Sometimes,1.413218,Obesity_Type_II
yes,2.997524,1.154318,Sometimes,1.238057,Obesity_Type_II
yes,2.320201,3,Sometimes,2.164784,Obesity_Type_II
yes,2.181057,3,Sometimes,2.08554,Obesity_Type_II
yes,1.924632,3,Sometimes,2.006595,Obesity_Type_II
yes,1.397468,3,Sometimes,2.01897,Obesity_Type_II
yes,2.191429,3,Sometimes,2.102709,Obesity_Type_II
yes,2.100177,3,Sometimes,2.099687,Obesity_Type_II
yes,2.075321,3,Sometimes,2.144838,Obesity_Type_II
yes,1.626369,3,Sometimes,2.109697,Obesity_Type_II
yes,1.263216,3.219347,Sometimes,1.981782,Obesity_Type_II
yes,1.067909,3.656401,Sometimes,1.98459,Obesity_Type_II
yes,2.310751,3.220181,Sometimes,1.006643,Obesity_Type_II
yes,2.294259,2.850948,Sometimes,1.87029,Obesity_Type_II
yes,2.57649,2.187145,Sometimes,1.38107,Obesity_Type_II
yes,2.679664,2.415522,Sometimes,1,Obesity_Type_II
yes,2.938687,2.138375,Sometimes,1.251715,Obesity_Type_II
yes,2.654792,1.077331,Sometimes,1.345407,Obesity_Type_II
yes,2.731368,3,Sometimes,1.486824,Obesity_Type_II
yes,2.22259,3,Sometimes,1.591909,Obesity_Type_II
yes,2.432355,3,Sometimes,1.336526,Obesity_Type_II
yes,2.497548,3,Sometimes,1.362583,Obesity_Type_II
yes,2.671238,3,Sometimes,2.145368,Obesity_Type_II
yes,2.57691,3,Sometimes,2.080187,Obesity_Type_II
yes,2.341999,3,Sometimes,2.299878,Obesity_Type_II
yes,2.117121,3,Sometimes,2.193008,Obesity_Type_II
yes,2.247037,3,Sometimes,2.718408,Obesity_Type_II
yes,2.244654,3,Sometimes,2.795752,Obesity_Type_II
yes,2.128574,3,Sometimes,2.531984,Obesity_Type_II
yes,2.068834,3,Sometimes,2.543841,Obesity_Type_II
yes,2.073224,3,Sometimes,2.024035,Obesity_Type_II
yes,2.145114,2.888193,Sometimes,2.038128,Obesity_Type_II
yes,2.997951,3,Sometimes,2.715856,Obesity_Type_II
yes,2.911312,3,Sometimes,2.501808,Obesity_Type_II
yes,2.159033,3,Sometimes,2.116399,Obesity_Type_II
yes,2.175276,3,Sometimes,2.128176,Obesity_Type_II
yes,2.21965,3,Sometimes,2.165408,Obesity_Type_II
yes,2.203962,3,Sometimes,2.15687,Obesity_Type_II
yes,1.947495,3,Sometimes,2.042073,Obesity_Type_II
yes,2.262292,3,Sometimes,2.115354,Obesity_Type_II
yes,2.219186,3,Sometimes,2.092326,Obesity_Type_II
yes,2.314175,3,Sometimes,2.151809,Obesity_Type_II
yes,2.423291,3,Sometimes,2.902682,Obesity_Type_II
yes,2.637202,3,Sometimes,2.966647,Obesity_Type_II
yes,2.974006,3,Sometimes,2.565828,Obesity_Type_II
yes,2.347942,3,Sometimes,2.730663,Obesity_Type_II
yes,2.654076,2.574108,Sometimes,1.78471,Obesity_Type_II
yes,2.739,2.740492,Sometimes,1.824561,Obesity_Type_II
yes,2.591292,2.956422,Sometimes,2.31083,Obesity_Type_II
yes,2.611847,2.749334,Sometimes,2.364849,Obesity_Type_II
yes,2.766612,3,Sometimes,2.173417,Obesity_Type_II
yes,2.777165,3,Sometimes,2.106861,Obesity_Type_II
yes,2.232836,3,Sometimes,2.146398,Obesity_Type_II
yes,2.571274,3,Sometimes,2.224164,Obesity_Type_II
yes,2.49619,3,Sometimes,1.662117,Obesity_Type_II
yes,2.151335,3,Sometimes,1.491169,Obesity_Type_II
yes,2.01695,3,Sometimes,1.83412,Obesity_Type_II
yes,2.927187,3,Sometimes,1.508796,Obesity_Type_II
yes,1.412566,3,Sometimes,2.002495,Obesity_Type_II
yes,1.289315,3,Sometimes,2.007348,Obesity_Type_II
yes,1.624366,3,Sometimes,2.081719,Obesity_Type_II
yes,1.528331,3,Sometimes,2.079353,Obesity_Type_II
yes,2.037042,3,Sometimes,2.43699,Obesity_Type_II
yes,2.191108,2.993856,Sometimes,2.444917,Obesity_Type_II
yes,1.431346,3,Sometimes,2.098959,Obesity_Type_II
yes,1.84199,3,Sometimes,2.503244,Obesity_Type_II
yes,2.13683,2.993084,Sometimes,1.885926,Obesity_Type_II
yes,2.499388,2.989791,Sometimes,1.959777,Obesity_Type_II
yes,2.230742,2.920373,Sometimes,1.831187,Obesity_Type_II
yes,2.240757,2.911568,Sometimes,1.895876,Obesity_Type_II
yes,2.996186,1.134042,Sometimes,1.270166,Obesity_Type_II
yes,2.649406,1.120102,Sometimes,1.153286,Obesity_Type_II
yes,2.525884,2.040582,Sometimes,1,Obesity_Type_II
yes,2.736647,2.015675,Sometimes,1,Obesity_Type_II
yes,2.684335,2.711238,Sometimes,2.732331,Obesity_Type_II
yes,3,2.695396,Sometimes,2.628816,Obesity_Type_II
yes,2.425503,2.996834,Sometimes,2.017602,Obesity_Type_II
yes,1.469384,2.996444,Sometimes,2.067741,Obesity_Type_II
yes,2.906269,2.894142,Sometimes,2.435489,Obesity_Type_II
yes,2.808027,2.683061,Sometimes,2.640483,Obesity_Type_II
yes,2.636719,2.806341,Sometimes,1.967591,Obesity_Type_II
yes,2.996717,2.791366,Sometimes,2.626309,Obesity_Type_II
yes,2.880483,1.703299,Sometimes,1.006378,Obesity_Type_II
yes,2.885693,1.685134,Sometimes,1.011849,Obesity_Type_II
yes,2.913452,2.269799,Sometimes,1,Obesity_Type_II
yes,2.919526,2.142328,Sometimes,1.175714,Obesity_Type_II
yes,2.724121,1.437959,Sometimes,1.590418,Obesity_Type_II
yes,2.801992,1.343117,Sometimes,1.128942,Obesity_Type_II
yes,2.748971,1.213431,Sometimes,1.448875,Obesity_Type_II
yes,2.680375,1.089048,Sometimes,1.366238,Obesity_Type_II
yes,3,3,Sometimes,1.023328,Obesity_Type_III
yes,3,3,Sometimes,1.197667,Obesity_Type_III
yes,3,3,Sometimes,2.838893,Obesity_Type_III
yes,3,3,Sometimes,2.181811,Obesity_Type_III
yes,3,3,Sometimes,2.774014,Obesity_Type_III
yes,3,3,Sometimes,1.031354,Obesity_Type_III
yes,3,3,Sometimes,1.66616,Obesity_Type_III
yes,3,3,Sometimes,1.471664,Obesity_Type_III
yes,3,3,Sometimes,1.347559,Obesity_Type_III
yes,3,3,Sometimes,1.338241,Obesity_Type_III
yes,3,3,Sometimes,2.679137,Obesity_Type_III
yes,3,3,Sometimes,2.578292,Obesity_Type_III
yes,3,3,Sometimes,1.302193,Obesity_Type_III
yes,3,3,Sometimes,2.408442,Obesity_Type_III
yes,3,3,Sometimes,1.705218,Obesity_Type_III
yes,3,3,Sometimes,2.374958,Obesity_Type_III
yes,3,3,Sometimes,2.869234,Obesity_Type_III
yes,3,3,Sometimes,2.987406,Obesity_Type_III
yes,3,3,Sometimes,2.737091,Obesity_Type_III
yes,3,3,Sometimes,2.623489,Obesity_Type_III
yes,3,3,Sometimes,2.612758,Obesity_Type_III
yes,3,3,Sometimes,2.687378,Obesity_Type_III
yes,3,3,Sometimes,1.852692,Obesity_Type_III
yes,3,3,Sometimes,2.86559,Obesity_Type_III
yes,3,3,Sometimes,1.003563,Obesity_Type_III
yes,3,3,Sometimes,1.077253,Obesity_Type_III
yes,3,3,Sometimes,2.714949,Obesity_Type_III
yes,3,3,Sometimes,2.154949,Obesity_Type_III
yes,3,3,Sometimes,2.893117,Obesity_Type_III
yes,3,3,Sometimes,2.70914,Obesity_Type_III
yes,3,3,Sometimes,1.570188,Obesity_Type_III
yes,3,3,Sometimes,1.412049,Obesity_Type_III
yes,3,3,Sometimes,1.15635,Obesity_Type_III
yes,3,3,Sometimes,1.154698,Obesity_Type_III
yes,3,3,Sometimes,2.691584,Obesity_Type_III
yes,3,3,Sometimes,2.709654,Obesity_Type_III
yes,3,3,Sometimes,1.485736,Obesity_Type_III
yes,3,3,Sometimes,2.874336,Obesity_Type_III
yes,3,3,Sometimes,2.641489,Obesity_Type_III
yes,3,3,Sometimes,2.417122,Obesity_Type_III
yes,3,3,Sometimes,2.900857,Obesity_Type_III
yes,3,3,Sometimes,2.95311,Obesity_Type_III
yes,3,3,Sometimes,2.617988,Obesity_Type_III
yes,3,3,Sometimes,2.55057,Obesity_Type_III
yes,3,3,Sometimes,2.653531,Obesity_Type_III
yes,3,3,Sometimes,1.698767,Obesity_Type_III
yes,3,3,Sometimes,2.84837,Obesity_Type_III
yes,3,3,Sometimes,2.835622,Obesity_Type_III
yes,3,3,Sometimes,1.050564,Obesity_Type_III
yes,3,3,Sometimes,1.068493,Obesity_Type_III
yes,3,3,Sometimes,2.613928,Obesity_Type_III
yes,3,3,Sometimes,1.239833,Obesity_Type_III
yes,3,3,Sometimes,2.861533,Obesity_Type_III
yes,3,3,Sometimes,2.832659,Obesity_Type_III
yes,3,3,Sometimes,2.418488,Obesity_Type_III
yes,3,3,Sometimes,2.304716,Obesity_Type_III
yes,3,3,Sometimes,2.763005,Obesity_Type_III
yes,3,3,Sometimes,2.652616,Obesity_Type_III
yes,3,3,Sometimes,2.553198,Obesity_Type_III
yes,3,3,Sometimes,2.180566,Obesity_Type_III
yes,3,3,Sometimes,2.20979,Obesity_Type_III
yes,3,3,Sometimes,1.444379,Obesity_Type_III
yes,3,3,Sometimes,1.604075,Obesity_Type_III
yes,3,3,Sometimes,1.528258,Obesity_Type_III
yes,3,3,Sometimes,1.228838,Obesity_Type_III
yes,3,3,Sometimes,1.615548,Obesity_Type_III
yes,3,3,Sometimes,1.94595,Obesity_Type_III
yes,3,3,Sometimes,1.709556,Obesity_Type_III
yes,3,3,Sometimes,2.507461,Obesity_Type_III
yes,3,3,Sometimes,2.644135,Obesity_Type_III
yes,3,3,Sometimes,2.605685,Obesity_Type_III
yes,3,3,Sometimes,2.217348,Obesity_Type_III
yes,3,3,Sometimes,1.657541,Obesity_Type_III
yes,3,3,Sometimes,1.817899,Obesity_Type_III
yes,3,3,Sometimes,2.509535,Obesity_Type_III
yes,3,3,Sometimes,2.578038,Obesity_Type_III
yes,3,3,Sometimes,2.501638,Obesity_Type_III
yes,3,3,Sometimes,2.250711,Obesity_Type_III
yes,3,3,Sometimes,2.36651,Obesity_Type_III
yes,3,3,Sometimes,2.309409,Obesity_Type_III
yes,3,3,Sometimes,2.436261,Obesity_Type_III
yes,3,3,Sometimes,2.833566,Obesity_Type_III
yes,3,3,Sometimes,2.724099,Obesity_Type_III
yes,3,3,Sometimes,2.989389,Obesity_Type_III
yes,3,3,Sometimes,2.55975,Obesity_Type_III
yes,3,3,Sometimes,2.635454,Obesity_Type_III
yes,3,3,Sometimes,2.625537,Obesity_Type_III
yes,3,3,Sometimes,2.884077,Obesity_Type_III
yes,3,3,Sometimes,1.919473,Obesity_Type_III
yes,3,3,Sometimes,2.310076,Obesity_Type_III
yes,3,3,Sometimes,2.686824,Obesity_Type_III
yes,3,3,Sometimes,1.6213,Obesity_Type_III
yes,3,3,Sometimes,1.517215,Obesity_Type_III
yes,3,3,Sometimes,1.796956,Obesity_Type_III
yes,3,3,Sometimes,2.085553,Obesity_Type_III
yes,3,3,Sometimes,2.837797,Obesity_Type_III
yes,3,3,Sometimes,1.000544,Obesity_Type_III
yes,3,3,Sometimes,1.005864,Obesity_Type_III
yes,3,3,Sometimes,2.319559,Obesity_Type_III
yes,3,3,Sometimes,2.069257,Obesity_Type_III
yes,3,3,Sometimes,2.956548,Obesity_Type_III
yes,3,3,Sometimes,2.777557,Obesity_Type_III
yes,3,3,Sometimes,1.295436,Obesity_Type_III
yes,3,3,Sometimes,1.241378,Obesity_Type_III
yes,3,3,Sometimes,1.313834,Obesity_Type_III
yes,3,3,Sometimes,1.124366,Obesity_Type_III
yes,3,3,Sometimes,2.673754,Obesity_Type_III
yes,3,3,Sometimes,2.70485,Obesity_Type_III
yes,3,3,Sometimes,1.607531,Obesity_Type_III
yes,3,3,Sometimes,2.748909,Obesity_Type_III
yes,3,3,Sometimes,2.351207,Obesity_Type_III
yes,3,3,Sometimes,2.404049,Obesity_Type_III
yes,3,3,Sometimes,2.923792,Obesity_Type_III
yes,3,3,Sometimes,2.955075,Obesity_Type_III
yes,3,3,Sometimes,2.554007,Obesity_Type_III
yes,3,3,Sometimes,2.511399,Obesity_Type_III
yes,3,3,Sometimes,2.653563,Obesity_Type_III
yes,3,3,Sometimes,2.588107,Obesity_Type_III
yes,3,3,Sometimes,2.32502,Obesity_Type_III
yes,3,3,Sometimes,2.836791,Obesity_Type_III
yes,3,3,Sometimes,1.019684,Obesity_Type_III
yes,3,3,Sometimes,1.032834,Obesity_Type_III
yes,3,3,Sometimes,1.653049,Obesity_Type_III
yes,3,3,Sometimes,1.204055,Obesity_Type_III
yes,3,3,Sometimes,2.691591,Obesity_Type_III
yes,3,3,Sometimes,2.531456,Obesity_Type_III
yes,3,3,Sometimes,2.226081,Obesity_Type_III
yes,3,3,Sometimes,2.164718,Obesity_Type_III
yes,3,3,Sometimes,2.770732,Obesity_Type_III
yes,3,3,Sometimes,2.814517,Obesity_Type_III
yes,3,3,Sometimes,1.626467,Obesity_Type_III
yes,3,3,Sometimes,1.48075,Obesity_Type_III
yes,3,3,Sometimes,1.526416,Obesity_Type_III
yes,3,3,Sometimes,1.482002,Obesity_Type_III
yes,3,3,Sometimes,1.610472,Obesity_Type_III
yes,3,3,Sometimes,1.530992,Obesity_Type_III
yes,3,3,Sometimes,1.484938,Obesity_Type_III
yes,3,3,Sometimes,1.91039,Obesity_Type_III
yes,3,3,Sometimes,1.411365,Obesity_Type_III
yes,3,3,Sometimes,2.41752,Obesity_Type_III
yes,3,3,Sometimes,2.688229,Obesity_Type_III
yes,3,3,Sometimes,2.695094,Obesity_Type_III
yes,3,3,Sometimes,2.618198,Obesity_Type_III
yes,3,3,Sometimes,2.555189,Obesity_Type_III
yes,3,3,Sometimes,1.419136,Obesity_Type_III
yes,3,3,Sometimes,1.422483,Obesity_Type_III
yes,3,3,Sometimes,2.426094,Obesity_Type_III
yes,3,3,Sometimes,2.495961,Obesity_Type_III
yes,3,3,Sometimes,1.797041,Obesity_Type_III
yes,3,3,Sometimes,1.768111,Obesity_Type_III
yes,3,3,Sometimes,2.365188,Obesity_Type_III
yes,3,3,Sometimes,2.299156,Obesity_Type_III
yes,3,3,Sometimes,2.684819,Obesity_Type_III
yes,3,3,Sometimes,2.84174,Obesity_Type_III
yes,3,3,Sometimes,2.796894,Obesity_Type_III
yes,3,3,Sometimes,2.987718,Obesity_Type_III
yes,3,3,Sometimes,2.675567,Obesity_Type_III
yes,3,3,Sometimes,2.770125,Obesity_Type_III
yes,3,3,Sometimes,2.621877,Obesity_Type_III
yes,3,3,Sometimes,2.72005,Obesity_Type_III
yes,3,3,Sometimes,2.436097,Obesity_Type_III
yes,3,3,Sometimes,2.535629,Obesity_Type_III
yes,3,3,Sometimes,2.678779,Obesity_Type_III
yes,3,3,Sometimes,2.569713,Obesity_Type_III
yes,3,3,Sometimes,1.759352,Obesity_Type_III
yes,3,3,Sometimes,1.837184,Obesity_Type_III
yes,3,3,Sometimes,2.856795,Obesity_Type_III
yes,3,3,Sometimes,2.846259,Obesity_Type_III
yes,3,3,Sometimes,1.067716,Obesity_Type_III
yes,3,3,Sometimes,1.029241,Obesity_Type_III
yes,3,3,Sometimes,1.074412,Obesity_Type_III
yes,3,3,Sometimes,1.030501,Obesity_Type_III
yes,3,3,Sometimes,2.699675,Obesity_Type_III
yes,3,3,Sometimes,2.830247,Obesity_Type_III
yes,3,3,Sometimes,2.305521,Obesity_Type_III
